portNumber,portName,regionNumber,regionName,countryCode,countryName,latitudeDegrees,latitudeMinutes,latitudeHemisphere,longitudeDegrees,longitudeMinutes,longitudeHemisphere,publicationNumber,chartNumber,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselCode,goodHoldingGround,turningArea,firstPortOfEntry,usRep,etaMessage,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtDerattCert,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,
6660,MILBRIDGE,6585,UNITED STATES E COAST,US,United States,44,32,N,67,53,W,CP01,13324,V,RN,G,N,Y,Y,Y,Y,P,O,P,,11,M,,,N,N,Y,N,Y,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,,,,
56110,MILOLII,56050,HAWAIIAN ISLANDS,US,United States,19,11,N,155,54,W,CP07,19320,V,OR,P,N,N,N,Y,,A,A,P,,2,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,Y,,,,Y,Y,,,,,,,,,,N,N,N,Y,Y,Y,N,N,N,Y,Y,,,,
4860,MILWAUKEE,4570,US LAKE MICHIGAN,US,United States,43,2,N,87,53,W,CP06,14924,M,RN,E,N,N,Y,Y,Y,M,N,M,L,,M,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,,,
6750,MINTURN,6585,UNITED STATES E COAST,US,United States,44,9,N,68,27,W,CP01,13313,V,CN,G,Y,N,N,Y,N,P,K,Q,,10,M,,,N,N,N,N,Y,,,N,N,Y,N,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,Y,,,,,,
8770,MOBILE,8650,US GULF COAST,US,United States,30,41,N,88,7,W,CP05,11376,L,RN,E,N,N,N,N,,J,B,J,J,2,L,Y,Y,Y,,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,,
6970,MONHEGAN,6585,UNITED STATES E COAST,US,United States,43,46,N,69,19,W,CP01,13301,V,CN,P,Y,N,N,Y,N,O,O,O,,9,M,N,,Y,N,Y,N,Y,,,N,N,Y,N,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,,,,,,,,,
3570,MONROE,3400,US LAKE ERIE,US,United States,41,53,N,83,20,W,CP06,14846,V,RN,E,N,N,Y,Y,Y,N,N,N,,,L,N,Y,Y,,N,Y,,,,N,N,,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,,,,,,Y,,,,,,Y,Y,N,Y,Y,Y,C,,,
7450,MONTAUK HARBOR,6585,UNITED STATES E COAST,US,United States,41,4,N,71,56,W,CP02,13209,V,CB,G,N,N,N,Y,N,O,O,P,,2,M,N,N,N,N,N,Y,,,,N,N,Y,N,,Y,,,,,Y,Y,,,,,Y,,,N,,,,Y,,Y,Y,,,,,,Y,Y,,Y,Y,Y,,,,
16240,MONTEREY,16000,UNITED STATES W COAST,US,United States,36,37,N,121,53,W,CP07,18685,S,CN,G,N,Y,N,Y,,N,,M,,4,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,N,N,N,,,,,,,,N,Y,N,Y,Y,Y,Y,,Y,Y,Y,C,,S,
8430,MOREHEAD CITY,6585,UNITED STATES E COAST,US,United States,34,43,N,76,42,W,CP04,11547,V,CN,G,N,N,N,Y,N,L,L,K,K,3,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,,Y,,Y,,Y,,,,N,N,N,Y,Y,Y,Y,Y,Y,C,S,M,
9000,MORGAN CITY,8650,US GULF COAST,US,United States,29,42,N,91,13,W,CP05,11351,V,RN,N,N,N,N,Y,Y,N,H,P,,,L,Y,,Y,,,Y,,,Y,,Y,Y,,,Y,,,Y,,Y,Y,,,,,Y,,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,S,M,
16210,MORRO BAY,16000,UNITED STATES W COAST,US,United States,35,22,N,120,51,W,CP07,18703,V,CB,E,N,Y,N,Y,,N,Q,N,,3,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,,,,Y,Y,,,,Y,Y,N,N,,,,,,,,N,Y,N,Y,Y,,Y,Y,Y,Y,Y,C,,,
16260,MOSS LANDING,16000,UNITED STATES W COAST,US,United States,36,48,N,121,47,W,CP07,18685,V,CN,G,N,N,N,N,,O,L,O,H,4,,Y,Y,,,,Y,,,,,,,,,Y,,,,,,Y,Y,,,,N,N,N,N,,,,,,,,N,Y,N,Y,Y,Y,Y,,Y,Y,Y,,,S,
6730,MOUNT DESERT,6585,UNITED STATES E COAST,US,United States,44,22,N,68,20,W,CP01,13318,V,CN,F,Y,N,N,Y,Y,M,M,N,,11,M,,,N,N,N,N,Y,,,N,N,Y,N,,Y,,,,,,Y,,,,,,,,N,Y,,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,S,
17780,MUKILTEO,16000,UNITED STATES W COAST,US,United States,47,57,N,122,18,W,CP07,18443,V,CN,E,,,,,,J,J,J,,7,,,,Y,,,Y,,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
5270,MUNISING,5230,US LAKE SUPERIOR,US,United States,46,25,N,86,39,W,CP06,14969,V,CN,G,N,N,Y,Y,,N,M,M,,,M,Y,,,,,Y,,,,,,,,,Y,Y,,Y,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,Y,,,C,,,
4690,MUSKEGON,4570,US LAKE MICHIGAN,US,United States,43,14,N,86,16,W,CP06,14934,S,RN,E,N,N,Y,Y,Y,L,L,M,,,M,Y,Y,Y,N,Y,Y,,,,N,N,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,,,
7490,MYSTIC,6585,UNITED STATES E COAST,US,United States,41,21,N,71,58,W,CP02,13214,V,RN,E,N,N,Y,Y,Y,P,P,P,,3,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,Y,,,Y,Y,,,,,,Y,Y,,Y,Y,Y,C,,S,
17000,NAHCOTTA,16000,UNITED STATES W COAST,US,United States,46,30,N,124,2,W,CP07,18504,V,CN,E,N,N,N,,,P,,,,8,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,N,N,,,,,,,,,,N,Y,N,N,N,N,Y,N,N,N,N,,,,
5070,NAHMA,4570,US LAKE MICHIGAN,US,United States,45,50,N,86,40,W,CP06,14908,V,CN,F,N,N,Y,Y,N,O,N,O,,,M,N,N,N,N,N,Y,,,,N,N,Y,Y,,Y,,Y,,,,Y,,,,,Y,,,N,,,,,,,,,,,,Y,Y,Y,,,,,,,,
20250,NAKNEK,20185,ALASKA CONTINUED,US,United States,58,43,N,157,1,W,CP09,16323,V,CN,F,N,N,Y,Y,Y,K,K,P,,18,,,,,,Y,,Y,,,,,,,,Y,Y,,Y,Y,,Y,Y,,,,Y,,,,Y,,,,Y,,,,,,,,Y,Y,N,Y,,,C,,S,
7330,NANTUCKET,6585,UNITED STATES E COAST,US,United States,41,17,N,70,6,W,CP02,13241,V,CN,G,N,N,N,Y,N,O,O,O,,3,M,Y,,N,N,N,N,N,,,N,N,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,S,
56130,NAPOOPOO,56050,HAWAIIAN ISLANDS,US,United States,19,29,N,155,56,W,CP07,19332,V,CN,F,N,Y,N,,,H,K,Q,,2,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
20320,NASH HARBOR,20185,ALASKA CONTINUED,US,United States,60,12,N,166,59,W,CP09,16006,V,OR,P,N,N,N,Y,,,L,,,3,,,,,,Y,,Y,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56300,NAWILIWILI BAY,56050,HAWAIIAN ISLANDS,US,United States,21,57,N,159,21,W,CP07,19383,S,CB,F,N,N,N,Y,,J,J,K,,2,M,N,Y,Y,N,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,,Y,,Y,,,,,Y,,,N,N,N,N,,,,,Y,,,,,,Y,Y,Y,,,C,,S,
17100,NEAH BAY,16000,UNITED STATES W COAST,US,United States,48,22,N,124,37,W,CP07,18484,V,CB,G,N,N,N,,,N,M,N,,6,,Y,,Y,,,Y,,,,,,,,,Y,,,Y,,,Y,Y,,,,,,,,,,,,,,,N,N,N,N,N,Y,Y,,Y,Y,Y,,,S,
7810,NEWARK,6585,UNITED STATES E COAST,US,United States,40,42,N,74,9,W,CP02,12337,M,RB,G,N,N,N,Y,,L,J,J,M,5,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,,,
7370,NEW BEDFORD,6585,UNITED STATES E COAST,US,United States,41,38,N,70,55,W,CP02,13229,S,CN,E,N,N,N,N,Y,L,L,L,L,4,M,Y,Y,Y,N,,Y,,,,,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,,,Y,,,N,,Y,,Y,,,,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,M,M,
8410,NEW BERN,6585,UNITED STATES E COAST,US,United States,35,6,N,77,3,W,CP04,11552,V,RB,F,N,N,N,Y,Y,O,O,O,,,M,,,N,N,N,N,N,,,,,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,B,,M,
7660,NEWBURGH,6585,UNITED STATES E COAST,US,United States,41,30,N,74,0,W,CP02,12343,V,RN,G,N,N,N,Y,Y,L,J,L,K,3,L,,,N,N,N,Y,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,Y,,Y,,,,,,,,Y,Y,Y,Y,Y,Y,B,,M,
7190,NEWBURYPORT,6585,UNITED STATES E COAST,US,United States,42,49,N,70,52,W,CP01,13282,V,RN,G,Y,N,N,Y,Y,O,O,P,,8,M,Y,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,,S,
8030,NEW CASTLE,6585,UNITED STATES E COAST,US,United States,39,39,N,75,34,W,CP03,12311,V,RN,G,N,N,N,Y,Y,L,P,O,,5,L,,,N,N,,Y,,,,,,Y,,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,Y,,,,,,,,,,,,,,,
7010,NEW HARBOR,6585,UNITED STATES E COAST,US,United States,43,52,N,69,29,W,CP01,13301,V,CN,F,Y,N,N,N,N,M,M,P,,9,,,,N,N,N,N,Y,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,Y,Y,Y,C,,,
7550,NEW HAVEN,6585,UNITED STATES E COAST,US,United States,41,14,N,72,55,W,CP02,12371,S,CB,G,Y,N,N,Y,N,K,P,K,J,6,L,Y,,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,,,Y,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,,M,
7500,NEW LONDON,6585,UNITED STATES E COAST,US,United States,41,21,N,72,5,W,CP02,13213,S,RN,E,N,N,Y,N,Y,K,K,K,J,3,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,Y,Y,Y,Y,,,,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L,
8860,NEW ORLEANS,8650,US GULF COAST,US,United States,29,57,N,90,3,W,CP05,11368,L,RN,E,N,N,N,Y,Y,J,A,J,E,,L,Y,Y,Y,Y,Y,Y,,,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,S,M,
7380,NEWPORT,6585,UNITED STATES E COAST,US,United States,41,30,N,71,20,W,CP02,13223,S,CN,E,N,N,N,Y,Y,N,A,N,,4,M,Y,Y,Y,N,,Y,,,,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,B,,M,
16820,NEWPORT,16000,UNITED STATES W COAST,US,United States,44,38,N,124,3,W,CP07,18581,V,RN,E,,,N,N,Y,L,P,N,,6,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,,,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
16060,NEWPORT BEACH,16000,UNITED STATES W COAST,US,United States,33,37,N,117,54,W,CP07,18754,V,CN,E,N,N,N,Y,,N,P,L,,4,,,Y,,,,,,,,,,,,,Y,,Y,Y,,,Y,Y,,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,,M,
8300,NEWPORT NEWS,6585,UNITED STATES E COAST,US,United States,36,58,N,76,26,W,CP03,12245,M,CN,G,N,N,N,N,N,H,H,J,K,3,L,Y,Y,Y,N,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L,
7640,NEW YORK CITY,6585,UNITED STATES E COAST,US,United States,40,42,N,74,1,W,CP02,12335,L,RN,E,Y,N,N,N,Y,H,H,H,G,5,L,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L,
19795,NIKISKI,19080,ALASKA,US,United States,60,41,N,151,24,W,CP09,16662,V,CN,F,N,N,N,Y,,,,,H,11,L,Y,,Y,N,Y,,Y,,,N,Y,,,,Y,,Y,Y,Y,,Y,,,,,Y,Y,,,,,,,,,,Y,Y,N,Y,Y,N,Y,N,N,N,N,C,,,
19788,NINILCHIK,19080,ALASKA,US,United States,60,3,N,151,41,W,CP09,16661,V,CN,G,N,N,N,Y,,P,P,,,17,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17670,NISQUALLY HEAD,16000,UNITED STATES W COAST,US,United States,47,7,N,122,45,W,CP07,18448,V,CN,E,N,N,N,,,,,M,,10,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7480,NOANK,6585,UNITED STATES E COAST,US,United States,41,19,N,71,59,W,CP02,13214,V,CN,F,N,N,N,Y,N,P,P,P,,2,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,Y,,,,,,,Y,Y,Y,,Y,Y,Y,C,,S,
20400,NOME,20185,ALASKA CONTINUED,US,United States,64,30,N,165,25,W,CP09,16206,S,OR,P,N,N,N,Y,,P,H,P,,2,,,Y,,,Y,,Y,,,,,Y,,,Y,Y,,Y,Y,,Y,Y,,,,Y,Y,,,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,,,,
56320,NONOPAPA,56050,HAWAIIAN ISLANDS,US,United States,21,52,N,160,14,W,CP07,19380,V,OR,P,N,Y,N,,,H,G,P,,1,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,Y,,,,,Y,,,,,,,,,,,,D,,,
8280,NORFOLK,6585,UNITED STATES E COAST,US,United States,36,51,N,76,18,W,CP03,12253,L,RN,E,N,N,N,Y,N,H,H,J,H,3,L,Y,Y,Y,N,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L,
9210,NORSWORTHY,8650,US GULF COAST,US,United States,29,44,N,95,12,W,CP05,11325,V,RN,G,N,N,N,Y,Y,J,K,K,,1,,,Y,Y,N,N,Y,,,,N,N,,,,Y,,,Y,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,M,
16750,NORTH BEND,16000,UNITED STATES W COAST,US,United States,43,24,N,124,13,W,CP07,18587,V,CN,E,N,N,N,Y,,L,L,L,,5,,,,,N,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6710,NORTHEAST HARBOR,6585,UNITED STATES E COAST,US,United States,44,18,N,68,17,W,CP01,13321,V,CN,F,N,N,N,Y,N,O,O,P,,,M,Y,Y,Y,N,N,Y,Y,,,N,N,Y,N,,Y,,,,,,Y,,,,,,,,N,Y,,,,,,Y,,,,,,Y,Y,,Y,,,C,,,
6850,NORTH HAVEN,6585,UNITED STATES E COAST,US,United States,44,8,N,68,52,W,CP01,13308,V,CN,G,Y,N,Y,Y,N,N,M,O,,9,M,,,Y,N,Y,Y,,,,N,N,Y,N,,Y,Y,,,,,Y,,,,,,,,N,Y,,,,,,Y,,,,,,Y,Y,,Y,,,C,,S,
7590,NORWALK,6585,UNITED STATES E COAST,US,United States,41,6,N,73,25,W,CP02,12368,V,RN,E,Y,N,Y,Y,Y,P,P,P,,7,,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,S,
7510,NORWICH,6585,UNITED STATES E COAST,US,United States,41,31,N,72,5,W,CP02,12372,V,RN,E,N,N,Y,Y,Y,M,M,M,M,3,M,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,Y,,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,,,,
16340,OAKLAND,16000,UNITED STATES W COAST,US,United States,37,49,N,122,20,W,CP07,18650,L,CN,E,N,N,N,Y,Y,L,,L,L,5,L,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L,
8170,OCEAN CITY,6585,UNITED STATES E COAST,US,United States,38,20,N,75,5,W,CP03,12211,V,CN,E,Y,N,Y,Y,Y,P,P,P,,3,M,,,Y,N,N,,,,,,,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,Y,Y,B,,S,
5010,OCONTO,4570,US LAKE MICHIGAN,US,United States,44,54,N,87,50,W,CP06,14910,V,RN,G,N,N,Y,Y,Y,P,P,P,,,M,Y,Y,N,N,N,Y,N,,,N,N,Y,Y,,Y,N,N,N,N,N,Y,,,,,Y,,,N,,,,,,,,N,N,N,N,N,Y,Y,Y,Y,Y,Y,C,,,
2770,OGDENSBURG,2750,US ST LAWRENCE R,US,United States,44,42,N,75,30,W,CP06,,S,RN,E,N,N,N,N,Y,N,E,L,,,,Y,Y,Y,,Y,Y,,,,N,Y,Y,Y,,Y,,,Y,Y,Y,Y,,,,,Y,,,N,,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,S,S,
16400,OLEUM,16000,UNITED STATES W COAST,US,United States,38,3,N,122,16,W,CP07,18654,V,CN,E,N,N,N,N,,,M,K,K,4,,,,,,,Y,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
17660,OLYMPIA,16000,UNITED STATES W COAST,US,United States,47,3,N,122,54,W,CP07,18456,S,CN,E,N,N,N,Y,,L,L,K,,11,L,Y,Y,Y,N,Y,Y,,,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,C,,S,
5380,ONTONAGON,5230,US LAKE SUPERIOR,US,United States,46,53,N,89,20,W,CP06,14965,V,RN,G,N,N,Y,,Y,N,M,N,,,M,N,N,,N,N,N,N,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,,,,C,,,
9070,ORANGE,8650,US GULF COAST,US,United States,30,5,N,93,44,W,CP05,11343,V,RN,N,N,N,N,Y,Y,L,L,L,,1,L,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,,,Y,,,Y,Y,Y,Y,,,,,Y,Y,,N,,Y,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,B,S,S,
19639,ORCA,19080,ALASKA,US,United States,60,35,N,145,43,W,CP09,16710,V,CN,G,N,N,N,Y,,N,,N,,10,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17990,ORCAS,16000,UNITED STATES W COAST,US,United States,48,36,N,122,56,W,CP07,18434,V,CN,E,N,N,N,Y,,,,P,,5,,,,,,,Y,,,,,,,,,Y,,,,Y,,Y,,,,,Y,Y,,,,,,,,,,N,Y,N,N,N,Y,Y,Y,Y,N,N,,,,
4460,OSCODA,4300,US LAKE HURON,US,United States,44,25,N,83,19,W,CP06,14863,V,RN,E,N,N,Y,Y,Y,Q,N,Q,,,M,Y,N,N,N,N,Y,,,,N,N,Y,Y,,,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,Y,Y,Y,,,,
3170,OSWEGO,3120,US LAKE ONTARIO,US,United States,43,28,N,76,31,W,CP06,14813,S,RN,E,N,N,Y,Y,N,M,M,M,,,M,Y,Y,Y,,Y,Y,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
19810,OUZINKIE,19080,ALASKA,US,United States,57,55,N,152,30,W,CP09,16594,V,CN,F,N,N,N,Y,,,,N,,7,,,,,,Y,,,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,PALACIOS,8650,US GULF COAST,US,United States,28,41,N,96,13,W,CP05,11317,V,CN,G,N,N,N,Y,Y,O,P,P,,1,,,Y,N,N,N,Y,Y,,,,,,,,Y,,,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,N,N,C,,S,
20135,PALISADES POINT,20095,ALEUTIAN ISLANDS,US,United States,52,14,N,174,10,W,CP09,16490,V,CN,F,N,N,N,,,,,M,,3,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,PALM BEACH,6585,UNITED STATES E COAST,US,United States,26,46,N,80,3,W,CP04,11466,V,CN,E,Y,N,N,N,,K,A,K,K,3,L,,Y,Y,,Y,Y,,,,,Y,Y,,,Y,Y,,,Y,Y,Y,,,,,Y,Y,,N,Y,,,Y,,,,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
8750,PANAMA CITY,8650,US GULF COAST,US,United States,30,8,N,85,39,W,CP05,11391,S,CN,N,N,N,,,Y,K,K,K,L,1,M,,Y,Y,N,Y,Y,,,Y,Y,Y,Y,,,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,,N,,,Y,,Y,,,Y,Y,,Y,Y,Y,Y,N,Y,Y,Y,C,,S,
9220,PASADENA,8650,US GULF COAST,US,United States,29,43,N,95,13,W,CP05,11325,V,RN,G,N,N,N,Y,Y,J,L,L,J,1,L,,Y,Y,N,Y,Y,,,Y,Y,Y,,,,Y,,,Y,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,M,
8780,PASCAGOULA,8650,US GULF COAST,US,United States,30,21,N,88,34,W,CP05,11375,S,RN,E,N,N,N,Y,Y,K,M,J,J,2,L,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,,,N,,,Y,Y,Y,Y,,,,,Y,Y,,Y,,Y,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L,
7641,PATCHOGUE,6585,UNITED STATES E COAST,US,United States,40,45,N,73,1,W,CP02,12352,V,RN,G,N,N,N,Y,Y,P,P,P,K,1,L,,,N,N,N,Y,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,M,
8115,PAULSBORO,6585,UNITED STATES E COAST,US,United States,39,51,N,75,15,W,CP03,12312,V,RN,G,N,N,N,Y,Y,K,K,K,J,6,L,,,N,N,N,Y,,,,,,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,,,Y,Y,,,,,,
19440,PELICAN,19080,ALASKA,US,United States,57,58,N,136,14,W,CP08,17303,V,CN,G,N,N,N,,,A,,N,N,8,,,,Y,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,N,,,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
7020,PEMAQUID BEACH,6585,UNITED STATES E COAST,US,United States,43,52,N,69,32,W,CP01,13293,V,CN,F,Y,N,N,Y,N,H,J,P,,9,M,Y,,N,N,N,N,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,
8760,PENSACOLA,8650,US GULF COAST,US,United States,30,24,N,87,13,W,CP05,11383,S,CN,N,N,N,N,Y,,J,O,K,K,1,L,Y,Y,Y,,Y,Y,,,,,Y,Y,,,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,,Y,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,B,,S,
7960,PERTH AMBOY,6585,UNITED STATES E COAST,US,United States,40,30,N,74,16,W,CP02,12331,S,RN,G,N,N,N,Y,Y,J,L,L,J,5,L,Y,,Y,N,Y,Y,,,,,Y,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,A,S,,
19300,PETERSBURG,19080,ALASKA,US,United States,56,49,N,132,57,W,CP08,17375,S,CN,G,N,N,N,,,M,M,M,M,14,M,,,Y,,,,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
